review_id,category,business_id,business_name,latitude,longitude,date,stars,state,votes
2aAE1ZVDqMgFDakrl7iRAw,Arts & Entertainment,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2013-01-08,5,NV,0
2aAE1ZVDqMgFDakrl7iRAw,Shopping,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2013-01-08,5,NV,0
2aAE1ZVDqMgFDakrl7iRAw,Museums,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2013-01-08,5,NV,0
2aAE1ZVDqMgFDakrl7iRAw,Art Galleries,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2013-01-08,5,NV,0
4OADaU5e2p63-bSPqtyc7w,Arts & Entertainment,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2013-09-03,3,NV,3
4OADaU5e2p63-bSPqtyc7w,Shopping,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2013-09-03,3,NV,3
4OADaU5e2p63-bSPqtyc7w,Museums,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2013-09-03,3,NV,3
4OADaU5e2p63-bSPqtyc7w,Art Galleries,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2013-09-03,3,NV,3
4jAJgSWPilBVjRgDxoN_dw,Arts & Entertainment,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2015-08-17,4,NV,1
4jAJgSWPilBVjRgDxoN_dw,Shopping,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2015-08-17,4,NV,1
4jAJgSWPilBVjRgDxoN_dw,Museums,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2015-08-17,4,NV,1
4jAJgSWPilBVjRgDxoN_dw,Art Galleries,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2015-08-17,4,NV,1
6DVVPTX-VkZysxE1FyIiqQ,Arts & Entertainment,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2016-07-05,4,NV,2
6DVVPTX-VkZysxE1FyIiqQ,Shopping,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2016-07-05,4,NV,2
6DVVPTX-VkZysxE1FyIiqQ,Museums,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2016-07-05,4,NV,2
6DVVPTX-VkZysxE1FyIiqQ,Art Galleries,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2016-07-05,4,NV,2
6WTnCPxgHOQp0N3svC5t4Q,Arts & Entertainment,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2011-08-31,2,NV,0
6WTnCPxgHOQp0N3svC5t4Q,Shopping,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2011-08-31,2,NV,0
6WTnCPxgHOQp0N3svC5t4Q,Museums,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2011-08-31,2,NV,0
6WTnCPxgHOQp0N3svC5t4Q,Art Galleries,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2011-08-31,2,NV,0
6dUXKtS2U59I8-NM04ExJQ,Arts & Entertainment,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2013-05-09,3,NV,6
6dUXKtS2U59I8-NM04ExJQ,Shopping,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2013-05-09,3,NV,6
6dUXKtS2U59I8-NM04ExJQ,Museums,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2013-05-09,3,NV,6
6dUXKtS2U59I8-NM04ExJQ,Art Galleries,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2013-05-09,3,NV,6
7nV8KINW2U7c_P2xUVmJTQ,Arts & Entertainment,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2012-07-19,4,NV,1
7nV8KINW2U7c_P2xUVmJTQ,Shopping,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2012-07-19,4,NV,1
7nV8KINW2U7c_P2xUVmJTQ,Museums,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2012-07-19,4,NV,1
7nV8KINW2U7c_P2xUVmJTQ,Art Galleries,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2012-07-19,4,NV,1
97C5vltEDTT2V53ASWrFkQ,Arts & Entertainment,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2014-10-23,3,NV,5
97C5vltEDTT2V53ASWrFkQ,Shopping,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2014-10-23,3,NV,5
97C5vltEDTT2V53ASWrFkQ,Museums,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2014-10-23,3,NV,5
97C5vltEDTT2V53ASWrFkQ,Art Galleries,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2014-10-23,3,NV,5
9OZYO2oT-h4PDxOqh7t6Fg,Arts & Entertainment,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2011-08-09,2,NV,2
9OZYO2oT-h4PDxOqh7t6Fg,Shopping,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2011-08-09,2,NV,2
9OZYO2oT-h4PDxOqh7t6Fg,Museums,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2011-08-09,2,NV,2
9OZYO2oT-h4PDxOqh7t6Fg,Art Galleries,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2011-08-09,2,NV,2
AUmXOCngwD95fbxpLZ7s9Q,Arts & Entertainment,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2013-05-05,2,NV,6
AUmXOCngwD95fbxpLZ7s9Q,Shopping,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2013-05-05,2,NV,6
AUmXOCngwD95fbxpLZ7s9Q,Museums,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2013-05-05,2,NV,6
AUmXOCngwD95fbxpLZ7s9Q,Art Galleries,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2013-05-05,2,NV,6
Ahr7sNdGkNsDgOK3N4yRwQ,Arts & Entertainment,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2012-02-27,4,NV,17
Ahr7sNdGkNsDgOK3N4yRwQ,Shopping,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2012-02-27,4,NV,17
Ahr7sNdGkNsDgOK3N4yRwQ,Museums,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2012-02-27,4,NV,17
Ahr7sNdGkNsDgOK3N4yRwQ,Art Galleries,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2012-02-27,4,NV,17
BBRuWvBceYX0C-wTq487gw,Arts & Entertainment,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2013-03-23,2,NV,0
BBRuWvBceYX0C-wTq487gw,Shopping,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2013-03-23,2,NV,0
BBRuWvBceYX0C-wTq487gw,Museums,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2013-03-23,2,NV,0
BBRuWvBceYX0C-wTq487gw,Art Galleries,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2013-03-23,2,NV,0
C2NWUKCA1iRn9yjvCSnyug,Arts & Entertainment,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2011-08-23,3,NV,0
C2NWUKCA1iRn9yjvCSnyug,Shopping,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2011-08-23,3,NV,0
C2NWUKCA1iRn9yjvCSnyug,Museums,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2011-08-23,3,NV,0
C2NWUKCA1iRn9yjvCSnyug,Art Galleries,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2011-08-23,3,NV,0
C2sH6mmxrrRWnF4uR_sZEA,Arts & Entertainment,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2009-08-28,5,NV,7
C2sH6mmxrrRWnF4uR_sZEA,Shopping,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2009-08-28,5,NV,7
C2sH6mmxrrRWnF4uR_sZEA,Museums,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2009-08-28,5,NV,7
C2sH6mmxrrRWnF4uR_sZEA,Art Galleries,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2009-08-28,5,NV,7
C7mrSDEveEdmMo9pbp2DfQ,Arts & Entertainment,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2011-02-12,4,NV,0
C7mrSDEveEdmMo9pbp2DfQ,Shopping,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2011-02-12,4,NV,0
C7mrSDEveEdmMo9pbp2DfQ,Museums,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2011-02-12,4,NV,0
C7mrSDEveEdmMo9pbp2DfQ,Art Galleries,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2011-02-12,4,NV,0
CEQntA6gKstMsyXi_L6b6A,Arts & Entertainment,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2010-06-23,2,NV,5
CEQntA6gKstMsyXi_L6b6A,Shopping,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2010-06-23,2,NV,5
CEQntA6gKstMsyXi_L6b6A,Museums,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2010-06-23,2,NV,5
CEQntA6gKstMsyXi_L6b6A,Art Galleries,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2010-06-23,2,NV,5
COq5EpcUGJsDnzgNl64flg,Arts & Entertainment,-MhfebM0QIsKt87iDN-FNw,Bellagio Gallery of Fine Art,36.1128958062,-115.177637053,2010-10-09,4,NV,8
